Població de fet per municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDTaula,306,,,"1497,1515 i 1553  es refereix a focs",,,,,,,,,,,,,,,,,,,,,,,,,
Font,Censos i padrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Àmbit,Catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escala,Municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Període,1497-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variables,Nom,Classificació,Descripció,,,,,,,,,,,,,,,,,,,,,,,,,,
,Provincia,ProvinciaCat,Província,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comarca,Comarca41,comarca,,,,,,,,,,,,,,,,,,,,,,,,,,
,Municipi,MunicipiCatHist,Municipi,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any,Any1497-91,Any,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dades,A19:E23569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVINCIA,COMARCA,MUNICIPI,ANY,POBLACIÓ,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1860,295,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1877,256,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1887,239,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1900,234,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1910,222,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1920,242,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1930,184,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1936,184,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1940,118,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1945,120,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1950,190,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1955,266,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1960,179,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1965,126,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1970,84,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1975,57,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1981,83,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1986,87,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,25247,1991,116,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1497,36,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1515,43,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1553,37,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1717,160,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1787,323,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1857,767,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1860,839,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1877,863,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1887,1069,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1900,999,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1910,1324,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1920,1622,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1930,1568,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1936,1570,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1940,1516,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1945,1517,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1950,1538,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1955,1443,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1960,1485,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1965,1431,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1970,1366,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1975,1298,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1981,1245,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1986,1277,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25248,1991,1146,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1497,59,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1515,31,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1553,25,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1717,288,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1787,221,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1857,952,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1860,977,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1877,779,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1887,895,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1900,743,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1910,732,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1920,728,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1930,648,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1936,637,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1940,604,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1945,623,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1950,627,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1955,583,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1960,514,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1965,469,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1970,446,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1975,407,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1981,324,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1986,294,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25249,1991,272,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1497,88,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1515,118,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1553,181,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1717,643,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1787,842,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1857,2076,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1860,2135,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1877,2148,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1887,1751,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1900,1690,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1910,1529,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1920,1448,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1930,1303,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1936,1229,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1940,1124,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1945,1164,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1950,1116,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1955,1005,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1960,930,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1965,851,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1970,1345,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1975,796,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1981,522,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1986,513,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,25250,1991,438,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1497,49,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1515,53,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1553,44,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1717,36,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1787,276,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1857,425,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1860,401,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1877,563,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1887,564,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1900,494,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1910,557,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1920,653,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1930,659,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1936,655,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1940,648,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1945,683,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1950,672,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1955,714,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1960,733,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1965,750,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1970,781,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1975,706,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1981,706,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1986,689,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25251,1991,651,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1515,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1553,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1717,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1787,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1857,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1860,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1877,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1887,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1900,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1910,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1920,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1930,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1936,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1940,645,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1945,633,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1950,629,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1955,680,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1960,689,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1965,695,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1970,622,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1975,544,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1981,556,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1986,543,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,25252,1991,522,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1515,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1553,56,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1717,130,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1787,580,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1857,699,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1860,697,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1877,700,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1887,734,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1900,627,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1910,728,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1920,705,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1930,668,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1936,657,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1940,531,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1945,502,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1950,482,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1955,422,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1960,367,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1965,338,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1970,286,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1975,255,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1981,225,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1986,217,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25253,1991,210,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1497,35,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1515,42,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1553,60,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1717,96,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1787,408,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1857,628,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1860,648,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1877,675,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1887,730,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1900,779,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1910,799,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1920,820,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1930,878,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1936,876,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1940,755,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1945,847,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1950,1030,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1955,1027,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1960,992,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1965,1054,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1970,976,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1975,912,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1981,889,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1986,869,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,25254,1991,845,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1515,0,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1553,55,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1717,142,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1787,423,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1857,955,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1860,956,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1877,1000,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1887,1037,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1900,1103,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1910,1104,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1920,1123,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1930,1067,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1936,1037,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1940,944,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1945,987,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1950,955,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1955,934,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1960,867,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1965,825,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1970,791,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1975,764,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1981,732,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1986,713,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,25255,1991,666,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1497,42,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1515,41,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1553,44,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1717,633,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1787,435,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1857,1043,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1860,1153,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1877,766,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1887,758,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1900,688,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1910,523,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1920,831,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1930,804,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1936,780,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1940,638,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1945,631,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1950,593,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1955,577,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1960,723,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1965,796,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1970,872,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1975,506,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1981,360,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1986,324,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25901,1991,325,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1497,81,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1515,97,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1553,105,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1717,380,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1787,1330,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1857,2238,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1860,2215,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1877,1993,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1887,1992,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1900,1860,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1910,1935,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1920,2049,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1930,1885,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1936,1866,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1940,1631,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1945,1697,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1950,1605,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1955,1461,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1960,1352,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1965,1202,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1970,1053,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1975,936,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1981,854,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1986,825,,,,,,,,,,,,,,,,,,,,,,,,,
25,38,25902,1991,739,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1497,108,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1515,81,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1553,101,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1717,1113,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1787,1358,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1857,1719,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1860,1911,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1877,1307,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1887,1105,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1900,1126,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1910,1069,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1920,1165,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1930,1021,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1936,1063,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1940,912,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1945,954,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1950,868,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1955,827,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1960,809,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1965,532,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1970,404,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1975,278,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1981,252,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1986,260,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,25903,1991,259,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1497,40,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1515,40,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1553,38,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1717,388,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1787,781,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1857,1153,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1860,1148,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1877,1021,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1887,983,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1900,832,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1910,793,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1920,711,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1930,735,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1936,673,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1940,665,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1945,651,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1950,628,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1955,537,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1960,488,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1965,370,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1970,277,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1975,236,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1981,200,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1986,139,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25904,1991,121,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1497,66,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1515,99,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1553,110,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1717,441,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1787,426,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1857,1238,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1860,1199,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1877,1064,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1887,1154,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1900,990,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1910,994,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1920,1051,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1930,1131,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1936,1137,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1940,1067,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1945,1039,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1950,940,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1955,912,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1960,860,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1965,733,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1970,643,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1975,602,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1981,570,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1986,508,,,,,,,,,,,,,,,,,,,,,,,,,
25,32,25905,1991,443,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1497,5,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1515,45,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1553,60,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1717,648,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1787,938,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1857,2159,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1860,1998,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1877,1707,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1887,1238,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1900,989,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,25906,1910,1078,,,,,,,,,,,,,,,,,,,,,,,,,
