Població de fet per municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDTaula,306,,,"1497,1515 i 1553  es refereix a focs",,,,,,,,,,,,,,,,,,,,,,,,,
Font,Censos i padrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Àmbit,Catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escala,Municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Període,1497-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variables,Nom,Classificació,Descripció,,,,,,,,,,,,,,,,,,,,,,,,,,
,Provincia,ProvinciaCat,Província,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comarca,Comarca41,comarca,,,,,,,,,,,,,,,,,,,,,,,,,,
,Municipi,MunicipiCatHist,Municipi,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any,Any1497-91,Any,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dades,A19:E23569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVINCIA,COMARCA,MUNICIPI,ANY,POBLACIÓ,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1887,885,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1900,895,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1910,818,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1920,738,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1930,737,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1936,760,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1940,721,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1945,679,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1950,759,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1955,816,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1960,878,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1965,1141,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1970,1563,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1975,1803,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1981,2203,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1986,2445,,,,,,,,,,,,,,,,,,,,,,,,,
08,17,08074,1991,3137,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1497,30,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1515,0,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1553,63,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1717,439,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1787,529,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1857,1152,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1860,1099,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1877,1187,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1887,995,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1900,872,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1910,943,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1920,871,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1930,894,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1936,887,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1940,862,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1945,873,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1950,921,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1955,914,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1960,886,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1965,857,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1970,767,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1975,738,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1981,733,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1986,848,,,,,,,,,,,,,,,,,,,,,,,,,
08,21,08075,1991,1211,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1497,57,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1515,58,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1553,125,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1717,1134,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1787,2705,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1857,3097,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1860,3222,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1877,3397,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1887,4188,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1900,4209,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1910,4533,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1920,4522,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1930,5203,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1936,5207,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1940,4648,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1945,4540,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1950,4740,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1955,4888,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1960,5301,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1965,6001,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1970,7675,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1975,9498,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1981,10990,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1986,11287,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08076,1991,12561,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1497,20,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1515,17,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1553,16,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1717,87,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1787,598,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1857,784,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1860,881,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1877,1266,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1887,1017,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1900,1057,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1910,1470,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1920,1504,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1930,3218,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1936,3641,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1940,3548,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1945,3623,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1950,4318,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1955,7556,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1960,12393,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1965,18564,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1970,29474,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1975,38110,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1981,45834,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1986,47766,,,,,,,,,,,,,,,,,,,,,,,,,
08,11,08077,1991,48601,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1497,37,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1515,5,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1553,24,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1717,192,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1787,149,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1857,693,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1860,641,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1877,367,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1887,381,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1900,383,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1910,396,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1920,444,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1930,569,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1936,552,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1940,611,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1945,607,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1950,490,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1955,414,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1960,470,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1965,435,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1970,349,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1975,422,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1981,311,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1986,300,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08078,1991,270,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1497,9,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1515,4,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1553,10,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1717,209,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1787,244,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1857,623,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1860,596,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1877,638,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1887,497,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1900,440,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1910,447,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1920,439,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1930,494,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1936,443,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1940,453,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1945,466,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1950,491,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1955,449,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1960,457,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1965,397,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1970,365,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1975,369,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1981,382,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1986,386,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08079,1991,329,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1497,5,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1515,9,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1553,11,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1717,125,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1787,285,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1857,379,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1860,397,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1877,363,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1887,164,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1900,219,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1910,245,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1920,381,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1930,324,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1936,250,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1940,223,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1945,269,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1950,314,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1955,324,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1960,228,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1965,79,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1970,66,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1975,58,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1981,57,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1986,38,,,,,,,,,,,,,,,,,,,,,,,,,
08,14,08080,1991,33,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1497,45,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1515,40,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1553,36,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1717,445,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1787,477,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1857,1020,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1860,970,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1877,791,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1887,801,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1900,811,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1910,801,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1920,762,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1930,751,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1936,754,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1940,912,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1945,680,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1950,664,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1955,628,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1960,586,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1965,460,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1970,360,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1975,282,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1981,275,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1986,278,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08081,1991,247,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1497,27,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1515,29,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1553,16,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1717,170,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1787,315,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1857,632,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1860,707,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1877,603,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1887,497,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1900,485,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1910,488,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1920,456,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1930,443,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1936,476,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1940,435,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1945,408,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1950,443,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1955,411,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1960,369,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1965,342,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1970,244,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1975,235,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1981,252,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1986,293,,,,,,,,,,,,,,,,,,,,,,,,,
08,34,08082,1991,397,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1497,19,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1515,18,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1553,18,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1717,301,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1787,567,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1857,960,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1860,931,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1877,936,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1887,709,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1900,735,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1910,751,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1920,837,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1930,996,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1936,996,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1940,964,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1945,991,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1950,918,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1955,967,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1960,980,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1965,973,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1970,977,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1975,991,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1981,1010,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1986,1054,,,,,,,,,,,,,,,,,,,,,,,,,
08,24,08083,1991,1156,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1497,26,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1515,28,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1553,39,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1717,269,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1787,334,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1857,1262,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1860,1140,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1877,983,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1887,852,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1900,818,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1910,955,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1920,967,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1930,1092,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1936,1007,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1940,1036,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1945,1003,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1950,979,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1955,882,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1960,816,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1965,699,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1970,656,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1975,645,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1981,628,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1986,641,,,,,,,,,,,,,,,,,,,,,,,,,
08,7,08084,1991,677,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1497,19,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1515,4,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1553,33,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1717,163,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1787,87,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1857,1243,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1860,1400,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1877,1680,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1887,1677,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1900,1624,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1910,1710,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1920,1881,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1930,1900,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1936,2097,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1940,1797,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1945,1830,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1950,1743,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1955,1706,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1960,1662,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1965,1465,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1970,1338,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1975,1282,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1981,1185,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1986,1140,,,,,,,,,,,,,,,,,,,,,,,,,
08,3,08085,1991,1126,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1497,77,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1515,79,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1553,82,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1717,861,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1787,1181,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1857,1924,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1860,1987,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1877,1858,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1887,1961,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1900,1888,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1910,2132,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1920,2266,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1930,2118,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1936,2118,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1940,2261,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1945,2142,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1950,2247,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1955,2476,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1960,2600,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1965,3605,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1970,5539,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1975,7459,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1981,8761,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1986,9419,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08086,1991,10288,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1497,11,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1515,16,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1553,21,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1717,121,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1787,121,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1857,337,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1860,342,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1877,282,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1887,227,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1900,223,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1910,265,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1920,209,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1930,200,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1936,155,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1940,162,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1945,167,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1950,168,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1955,124,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1960,122,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1965,89,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1970,55,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1975,66,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1981,72,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1986,80,,,,,,,,,,,,,,,,,,,,,,,,,
08,40,08087,1991,195,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1497,43,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1515,52,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1553,53,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1717,773,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1787,1188,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1857,1518,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1860,1532,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1877,1585,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1887,1732,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1900,1767,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1910,2162,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1920,2427,,,,,,,,,,,,,,,,,,,,,,,,,
08,41,08088,1930,3115,,,,,,,,,,,,,,,,,,,,,,,,,
